Order_ID,Customer_ID,Order_Date,Order_Timestamp,Order_Status,Channel,Category,Subcategory,Items_Count,Order_Subtotal,Discount_Amount,Discount_Pct,Shipping_Cost,Tax_Amount,Order_Total,Payment_Method,Device_Type,Coupon_Code,Currency
ORD-107620,CUST-001287,2025-05-11,2025-05-11 18:39:00,Completed,Phone,Electronics,Sub_D,2,60.51,0.0,0,0.0,4.84,65.35,PayPal,Desktop,,USD
ORD-107621,CUST-001287,2025-06-01,2025-06-01 18:43:00,Completed,Mobile App,Electronics,Sub_A,1,21.94,0.0,0,7.64,1.76,31.34,Google Pay,Desktop,,USD
ORD-107622,CUST-001287,2025-08-19,2025-08-19 11:54:00,Completed,Mobile App,Electronics,Sub_C,1,30.11,0.0,0,6.0,2.41,38.52,Credit Card,Mobile,,USD
ORD-107623,CUST-001287,2025-10-04,2025-10-04 21:08:00,Completed,Phone,Sports,Sub_B,1,55.09,0.0,0,0.0,4.41,59.5,Credit Card,Mobile,,USD
ORD-107624,CUST-001287,2025-10-25,2025-10-25 22:48:00,Refunded,Phone,Electronics,Sub_D,1,48.66,0.0,0,9.4,3.89,61.95,Credit Card,Mobile,,USD
ORD-107625,CUST-001287,2026-02-13,2026-02-13 11:45:00,Completed,In-Store,Electronics,Sub_D,2,43.4,0.0,0,9.78,3.47,56.65,Credit Card,Desktop,,USD
ORD-107626,CUST-001287,2026-02-20,2026-02-20 07:47:00,Completed,Online,Home & Garden,Sub_C,1,34.65,0.0,0,5.65,2.77,43.07,Credit Card,Tablet,,USD
ORD-107627,CUST-001287,2026-04-04,2026-04-04 05:35:00,Completed,Mobile App,Electronics,Sub_B,2,31.24,0.0,0,5.15,2.5,38.89,Apple Pay,Desktop,,USD
ORD-107628,CUST-001288,2025-10-11,2025-10-11 16:55:00,Completed,In-Store,Food & Beverage,Sub_B,3,96.08,0.0,0,0.0,7.69,103.77,Apple Pay,Desktop,,USD
ORD-107629,CUST-001288,2025-10-27,2025-10-27 02:56:00,Completed,Mobile App,Food & Beverage,Sub_B,1,59.69,0.0,0,0.0,4.78,64.47,PayPal,Mobile,,USD
ORD-107630,CUST-001288,2025-10-30,2025-10-30 20:28:00,Completed,In-Store,Food & Beverage,Sub_D,3,131.12,0.0,0,0.0,10.49,141.61,Credit Card,Tablet,,USD
ORD-107631,CUST-001288,2025-11-05,2025-11-05 03:28:00,Completed,Phone,Food & Beverage,Sub_E,4,112.59,0.0,0,0.0,9.01,121.6,PayPal,Desktop,,USD
ORD-107632,CUST-001288,2025-11-10,2025-11-10 13:51:00,Completed,In-Store,Food & Beverage,Sub_D,3,90.05,0.0,0,0.0,7.2,97.25,PayPal,Mobile,,USD
ORD-107633,CUST-001288,2025-11-10,2025-11-10 01:01:00,Completed,In-Store,Food & Beverage,Sub_D,2,86.41,0.0,0,0.0,6.91,93.32,Credit Card,Mobile,,USD
ORD-107634,CUST-001288,2025-11-20,2025-11-20 19:30:00,Completed,Phone,Home & Garden,Sub_A,2,89.42,0.0,0,0.0,7.15,96.57,Credit Card,Desktop,,USD
ORD-107635,CUST-001288,2025-11-24,2025-11-24 07:22:00,Pending,Phone,Food & Beverage,Sub_E,5,146.15,0.0,0,0.0,11.69,157.84,Credit Card,Mobile,,USD
ORD-107636,CUST-001288,2025-11-24,2025-11-24 20:03:00,Completed,Online,Food & Beverage,Sub_A,2,110.43,0.0,0,0.0,8.83,119.26,PayPal,Mobile,,USD
ORD-107637,CUST-001288,2025-11-26,2025-11-26 00:54:00,Completed,Social Media,Home & Garden,Sub_C,4,79.48,0.0,0,0.0,6.36,85.84,Credit Card,Desktop,,USD
ORD-107638,CUST-001288,2025-11-28,2025-11-28 20:21:00,Refunded,Mobile App,Food & Beverage,Sub_B,3,121.32,0.0,0,0.0,9.71,131.03,PayPal,Desktop,,USD
ORD-107639,CUST-001288,2025-11-28,2025-11-28 05:49:00,Completed,Online,Food & Beverage,Sub_E,5,121.49,0.0,0,0.0,9.72,131.21,Google Pay,Desktop,,USD
ORD-107640,CUST-001288,2025-12-03,2025-12-03 10:18:00,Completed,Online,Food & Beverage,Sub_E,3,138.1,0.0,0,0.0,11.05,149.15,Credit Card,Desktop,,USD
ORD-107641,CUST-001288,2025-12-10,2025-12-10 01:25:00,Cancelled,Online,Food & Beverage,Sub_A,2,84.3,4.21,5,0.0,6.41,86.5,Credit Card,Desktop,WELCOME,USD
ORD-107642,CUST-001288,2025-12-11,2025-12-11 10:11:00,Pending,Mobile App,Electronics,Sub_D,4,167.13,0.0,0,0.0,13.37,180.5,PayPal,Mobile,,USD
ORD-107643,CUST-001288,2025-12-18,2025-12-18 00:11:00,Completed,Online,Food & Beverage,Sub_B,3,121.53,0.0,0,0.0,9.72,131.25,Google Pay,Mobile,,USD
ORD-107644,CUST-001288,2025-12-21,2025-12-21 04:57:00,Completed,Online,Automotive,Sub_B,1,74.89,0.0,0,0.0,5.99,80.88,Debit Card,Desktop,,USD
ORD-107645,CUST-001288,2025-12-22,2025-12-22 09:34:00,Completed,Online,Health & Beauty,Sub_B,4,135.94,0.0,0,0.0,10.88,146.82,Credit Card,Mobile,,USD
ORD-107646,CUST-001288,2025-12-25,2025-12-25 05:17:00,Refunded,Mobile App,Food & Beverage,Sub_B,5,94.98,0.0,0,0.0,7.6,102.58,PayPal,Desktop,,USD
ORD-107647,CUST-001288,2025-12-26,2025-12-26 14:28:00,Completed,Mobile App,Food & Beverage,Sub_A,4,89.46,0.0,0,0.0,7.16,96.62,Google Pay,Tablet,,USD
ORD-107648,CUST-001288,2025-12-28,2025-12-28 17:03:00,Completed,Mobile App,Food & Beverage,Sub_B,2,105.99,0.0,0,0.0,8.48,114.47,PayPal,Desktop,,USD
ORD-107649,CUST-001288,2025-12-28,2025-12-28 14:10:00,Completed,Online,Food & Beverage,Sub_B,2,66.38,0.0,0,0.0,5.31,71.69,Credit Card,Mobile,,USD
ORD-107650,CUST-001288,2026-01-06,2026-01-06 15:32:00,Completed,In-Store,Food & Beverage,Sub_C,6,129.04,0.0,0,0.0,10.32,139.36,PayPal,Desktop,,USD
ORD-107651,CUST-001288,2026-01-17,2026-01-17 11:14:00,Pending,Mobile App,Food & Beverage,Sub_D,2,137.92,0.0,0,0.0,11.03,148.95,Credit Card,Mobile,,USD
ORD-107652,CUST-001288,2026-01-20,2026-01-20 20:41:00,Cancelled,Online,Food & Beverage,Sub_E,6,118.46,11.85,10,0.0,8.53,115.14,PayPal,Mobile,LOYALTY5,USD
ORD-107653,CUST-001288,2026-01-21,2026-01-21 14:04:00,Completed,Online,Food & Beverage,Sub_E,2,69.12,0.0,0,0.0,5.53,74.65,Credit Card,Mobile,,USD
ORD-107654,CUST-001288,2026-01-22,2026-01-22 18:44:00,Completed,Online,Food & Beverage,Sub_C,2,109.28,16.39,15,0.0,7.43,100.32,PayPal,Mobile,NEWBIE,USD
ORD-107655,CUST-001288,2026-01-28,2026-01-28 06:16:00,Refunded,Online,Food & Beverage,Sub_D,3,91.21,0.0,0,0.0,7.3,98.51,PayPal,Tablet,,USD
ORD-107656,CUST-001288,2026-01-29,2026-01-29 06:40:00,Refunded,Mobile App,Food & Beverage,Sub_A,2,70.65,0.0,0,0.0,5.65,76.3,BNPL,Desktop,,USD
ORD-107657,CUST-001288,2026-02-02,2026-02-02 03:01:00,Completed,In-Store,Food & Beverage,Sub_E,7,141.92,0.0,0,0.0,11.35,153.27,Debit Card,Tablet,,USD
ORD-107658,CUST-001288,2026-02-06,2026-02-06 20:02:00,Completed,Online,Electronics,Sub_B,2,128.21,0.0,0,0.0,10.26,138.47,Credit Card,Tablet,,USD
ORD-107659,CUST-001288,2026-02-16,2026-02-16 08:02:00,Completed,Mobile App,Food & Beverage,Sub_E,1,74.23,0.0,0,0.0,5.94,80.17,Google Pay,Desktop,,USD
ORD-107660,CUST-001288,2026-02-20,2026-02-20 01:29:00,Completed,Online,Food & Beverage,Sub_C,1,60.51,0.0,0,0.0,4.84,65.35,Credit Card,Mobile,,USD
ORD-107661,CUST-001288,2026-02-20,2026-02-20 08:15:00,Refunded,In-Store,Food & Beverage,Sub_A,7,147.76,0.0,0,0.0,11.82,159.58,Credit Card,Tablet,,USD
ORD-107662,CUST-001288,2026-02-21,2026-02-21 10:07:00,Refunded,Online,Food & Beverage,Sub_E,1,74.88,0.0,0,0.0,5.99,80.87,Debit Card,Mobile,,USD
ORD-107663,CUST-001288,2026-03-01,2026-03-01 20:40:00,Completed,Online,Food & Beverage,Sub_D,3,134.97,0.0,0,0.0,10.8,145.77,Credit Card,Desktop,,USD
ORD-107664,CUST-001288,2026-03-08,2026-03-08 16:36:00,Completed,Online,Food & Beverage,Sub_E,4,144.75,0.0,0,0.0,11.58,156.33,Google Pay,Tablet,,USD
ORD-107665,CUST-001288,2026-03-16,2026-03-16 18:59:00,Completed,In-Store,Books,Sub_A,1,83.36,8.34,10,0.0,6.0,81.02,Credit Card,Desktop,NEWBIE,USD
ORD-107666,CUST-001289,2025-07-25,2025-07-25 00:37:00,Completed,Mobile App,Sports,Sub_A,1,38.98,0.0,0,8.22,3.12,50.32,Debit Card,Desktop,,USD
ORD-107667,CUST-001289,2025-07-29,2025-07-29 09:22:00,Completed,In-Store,Electronics,Sub_B,1,58.0,0.0,0,0.0,4.64,62.64,PayPal,Mobile,,USD
ORD-107668,CUST-001289,2025-08-05,2025-08-05 15:18:00,Completed,Online,Home & Garden,Sub_D,1,31.64,0.0,0,6.56,2.53,40.73,Credit Card,Mobile,,USD
ORD-107669,CUST-001289,2025-08-19,2025-08-19 12:51:00,Completed,Mobile App,Sports,Sub_C,1,46.26,9.25,20,6.99,2.96,46.96,PayPal,Mobile,SAVE10,USD
ORD-107670,CUST-001289,2025-09-14,2025-09-14 05:04:00,Completed,Online,Health & Beauty,Sub_B,1,25.72,0.0,0,8.59,2.06,36.37,Credit Card,Desktop,,USD
ORD-107671,CUST-001289,2025-09-16,2025-09-16 09:13:00,Completed,Online,Health & Beauty,Sub_A,1,26.73,4.01,15,6.43,1.82,30.97,PayPal,Desktop,FALL15,USD
ORD-107672,CUST-001289,2025-11-05,2025-11-05 17:37:00,Cancelled,Online,Health & Beauty,Sub_B,1,38.66,7.73,20,6.7,2.47,40.1,Credit Card,Desktop,WELCOME,USD
ORD-107673,CUST-001289,2025-11-17,2025-11-17 14:57:00,Completed,Social Media,Health & Beauty,Sub_B,1,39.95,0.0,0,8.44,3.2,51.59,Credit Card,Mobile,,USD
ORD-107674,CUST-001289,2025-11-21,2025-11-21 17:50:00,Pending,Online,Health & Beauty,Sub_B,2,45.43,0.0,0,9.39,3.63,58.45,Apple Pay,Tablet,,USD
ORD-107675,CUST-001289,2025-11-26,2025-11-26 14:37:00,Completed,Mobile App,Health & Beauty,Sub_A,1,55.48,0.0,0,0.0,4.44,59.92,Apple Pay,Desktop,,USD
ORD-107676,CUST-001289,2025-12-27,2025-12-27 17:38:00,Completed,Online,Health & Beauty,Sub_E,1,57.53,0.0,0,0.0,4.6,62.13,Credit Card,Desktop,,USD
ORD-107677,CUST-001289,2026-01-18,2026-01-18 08:23:00,Completed,Online,Health & Beauty,Sub_E,1,37.65,0.0,0,8.1,3.01,48.76,Credit Card,Desktop,,USD
ORD-107678,CUST-001289,2026-01-23,2026-01-23 21:06:00,Completed,Online,Books,Sub_E,1,16.66,3.33,20,8.62,1.07,23.02,Credit Card,Mobile,LOYALTY5,USD
ORD-107679,CUST-001289,2026-01-30,2026-01-30 05:16:00,Completed,Mobile App,Health & Beauty,Sub_E,1,33.58,0.0,0,6.2,2.69,42.47,Credit Card,Desktop,,USD
ORD-107680,CUST-001289,2026-01-31,2026-01-31 17:58:00,Completed,Online,Home & Garden,Sub_C,1,20.91,0.0,0,7.66,1.67,30.24,Apple Pay,Desktop,,USD
ORD-107681,CUST-001289,2026-02-10,2026-02-10 06:36:00,Pending,Mobile App,Electronics,Sub_B,1,15.37,0.0,0,8.78,1.23,25.38,BNPL,Mobile,,USD
ORD-107682,CUST-001289,2026-02-25,2026-02-25 06:38:00,Completed,Online,Clothing,Sub_C,1,36.18,0.0,0,7.63,2.89,46.7,PayPal,Desktop,,USD
ORD-107683,CUST-001289,2026-03-09,2026-03-09 02:40:00,Completed,Mobile App,Health & Beauty,Sub_C,1,16.57,0.0,0,6.54,1.33,24.44,PayPal,Desktop,,USD
ORD-107684,CUST-001289,2026-04-13,2026-04-13 13:20:00,Pending,Online,Health & Beauty,Sub_C,1,43.73,0.0,0,5.3,3.5,52.53,Debit Card,Mobile,,USD
ORD-107685,CUST-001290,2024-12-18,2024-12-18 03:31:00,Completed,Online,Health & Beauty,Sub_E,7,229.6,0.0,0,0.0,18.37,247.97,Debit Card,Desktop,,USD
ORD-107686,CUST-001290,2025-01-16,2025-01-16 19:28:00,Cancelled,Mobile App,Clothing,Sub_D,8,246.8,0.0,0,0.0,19.74,266.54,Apple Pay,Desktop,,USD
ORD-107687,CUST-001290,2025-02-24,2025-02-24 12:01:00,Completed,In-Store,Health & Beauty,Sub_A,10,215.11,10.76,5,0.0,16.35,220.7,Debit Card,Desktop,SAVE10,USD
ORD-107688,CUST-001290,2025-03-05,2025-03-05 20:04:00,Refunded,Phone,Health & Beauty,Sub_E,11,232.66,0.0,0,0.0,18.61,251.27,PayPal,Mobile,,USD
ORD-107689,CUST-001290,2025-03-18,2025-03-18 10:12:00,Completed,Mobile App,Home & Garden,Sub_B,20,419.27,83.85,20,0.0,26.83,362.25,Apple Pay,Desktop,FALL15,USD
ORD-107690,CUST-001290,2025-03-19,2025-03-19 23:47:00,Cancelled,Online,Health & Beauty,Sub_B,11,501.43,0.0,0,0.0,40.11,541.54,Apple Pay,Mobile,,USD
ORD-107691,CUST-001290,2025-03-31,2025-03-31 08:26:00,Refunded,Online,Clothing,Sub_D,8,397.98,0.0,0,0.0,31.84,429.82,Debit Card,Desktop,,USD
ORD-107692,CUST-001290,2025-04-06,2025-04-06 09:35:00,Completed,Online,Home & Garden,Sub_D,7,274.45,27.45,10,0.0,19.76,266.76,PayPal,Desktop,,USD
ORD-107693,CUST-001290,2025-04-11,2025-04-11 12:23:00,Completed,Mobile App,Sports,Sub_D,24,417.31,0.0,0,0.0,33.38,450.69,PayPal,Desktop,,USD
ORD-107694,CUST-001290,2025-04-20,2025-04-20 09:26:00,Refunded,Online,Electronics,Sub_A,7,176.44,0.0,0,0.0,14.12,190.56,PayPal,Mobile,,USD
ORD-107695,CUST-001290,2025-05-14,2025-05-14 09:00:00,Completed,Online,Health & Beauty,Sub_D,10,361.72,0.0,0,0.0,28.94,390.66,Debit Card,Mobile,,USD
ORD-107696,CUST-001290,2025-05-18,2025-05-18 00:43:00,Completed,Mobile App,Health & Beauty,Sub_E,9,372.89,0.0,0,0.0,29.83,402.72,Credit Card,Mobile,,USD
ORD-107697,CUST-001290,2025-07-06,2025-07-06 13:52:00,Cancelled,In-Store,Health & Beauty,Sub_D,10,475.36,0.0,0,0.0,38.03,513.39,BNPL,Desktop,,USD
ORD-107698,CUST-001290,2025-07-07,2025-07-07 01:12:00,Completed,Online,Food & Beverage,Sub_B,4,183.14,0.0,0,0.0,14.65,197.79,Credit Card,Mobile,,USD
ORD-107699,CUST-001290,2025-07-07,2025-07-07 03:17:00,Completed,Mobile App,Health & Beauty,Sub_C,11,432.68,0.0,0,0.0,34.61,467.29,PayPal,Desktop,,USD
ORD-107700,CUST-001290,2025-07-14,2025-07-14 22:34:00,Completed,Mobile App,Health & Beauty,Sub_B,15,494.29,0.0,0,0.0,39.54,533.83,Google Pay,Desktop,,USD
ORD-107701,CUST-001290,2025-07-27,2025-07-27 15:03:00,Cancelled,Mobile App,Sports,Sub_C,4,231.41,0.0,0,0.0,18.51,249.92,PayPal,Mobile,,USD
ORD-107702,CUST-001290,2025-08-07,2025-08-07 08:30:00,Refunded,Online,Clothing,Sub_E,5,185.31,0.0,0,0.0,14.82,200.13,Debit Card,Mobile,,USD
ORD-107703,CUST-001290,2025-09-01,2025-09-01 14:36:00,Completed,Online,Health & Beauty,Sub_A,10,206.89,0.0,0,0.0,16.55,223.44,PayPal,Mobile,,USD
ORD-107704,CUST-001290,2025-09-18,2025-09-18 12:26:00,Completed,Mobile App,Health & Beauty,Sub_E,11,470.82,0.0,0,0.0,37.67,508.49,Credit Card,Mobile,,USD
ORD-107705,CUST-001290,2025-09-22,2025-09-22 22:17:00,Completed,Mobile App,Health & Beauty,Sub_D,10,312.86,0.0,0,0.0,25.03,337.89,Debit Card,Tablet,,USD
ORD-107706,CUST-001290,2025-10-01,2025-10-01 21:05:00,Completed,Online,Home & Garden,Sub_E,4,190.02,0.0,0,0.0,15.2,205.22,Credit Card,Desktop,,USD
ORD-107707,CUST-001290,2025-10-10,2025-10-10 14:49:00,Completed,Online,Health & Beauty,Sub_E,13,295.07,44.26,15,0.0,20.06,270.87,Apple Pay,Mobile,LOYALTY5,USD
ORD-107708,CUST-001290,2025-12-18,2025-12-18 21:08:00,Completed,Online,Home & Garden,Sub_C,9,252.22,0.0,0,0.0,20.18,272.4,Credit Card,Tablet,,USD
ORD-107709,CUST-001290,2026-01-08,2026-01-08 17:48:00,Completed,Phone,Health & Beauty,Sub_C,8,389.29,0.0,0,0.0,31.14,420.43,Credit Card,Mobile,,USD
ORD-107710,CUST-001290,2026-01-10,2026-01-10 08:34:00,Completed,Online,Health & Beauty,Sub_C,10,340.57,68.11,20,0.0,21.8,294.26,Credit Card,Desktop,NEWBIE,USD
ORD-107711,CUST-001290,2026-01-19,2026-01-19 14:47:00,Completed,Mobile App,Health & Beauty,Sub_A,23,374.44,0.0,0,0.0,29.96,404.4,Credit Card,Desktop,,USD
ORD-107712,CUST-001290,2026-02-02,2026-02-02 09:11:00,Completed,Online,Health & Beauty,Sub_B,11,312.15,0.0,0,0.0,24.97,337.12,Credit Card,Mobile,,USD
ORD-107713,CUST-001290,2026-02-17,2026-02-17 03:28:00,Completed,Online,Health & Beauty,Sub_A,4,222.28,44.46,20,0.0,14.23,192.05,Apple Pay,Desktop,FLASH20,USD
ORD-107714,CUST-001290,2026-03-26,2026-03-26 01:25:00,Completed,Online,Clothing,Sub_A,3,182.69,0.0,0,0.0,14.62,197.31,Credit Card,Desktop,,USD
ORD-107715,CUST-001290,2026-04-06,2026-04-06 14:50:00,Completed,Online,Health & Beauty,Sub_B,12,293.34,0.0,0,0.0,23.47,316.81,Apple Pay,Mobile,,USD
ORD-107716,CUST-001290,2026-04-08,2026-04-08 22:50:00,Completed,Online,Food & Beverage,Sub_B,7,231.48,0.0,0,0.0,18.52,250.0,PayPal,Desktop,,USD
ORD-107717,CUST-001290,2026-04-16,2026-04-16 18:05:00,Completed,In-Store,Health & Beauty,Sub_B,5,232.33,0.0,0,0.0,18.59,250.92,BNPL,Mobile,,USD
ORD-107718,CUST-001290,2026-04-19,2026-04-19 02:14:00,Completed,Online,Electronics,Sub_E,3,183.3,0.0,0,0.0,14.66,197.96,Credit Card,Desktop,,USD
ORD-107719,CUST-001290,2026-04-28,2026-04-28 14:16:00,Completed,Online,Electronics,Sub_B,19,397.91,0.0,0,0.0,31.83,429.74,Credit Card,Desktop,,USD
ORD-107720,CUST-001290,2026-05-22,2026-05-22 10:07:00,Completed,Mobile App,Health & Beauty,Sub_A,11,311.4,0.0,0,0.0,24.91,336.31,Debit Card,Desktop,,USD
ORD-107721,CUST-001291,2022-05-16,2022-05-16 16:53:00,Completed,Mobile App,Electronics,Sub_D,17,413.01,0.0,0,0.0,33.04,446.05,PayPal,Desktop,,USD
ORD-107722,CUST-001291,2022-05-17,2022-05-17 04:17:00,Completed,Online,Health & Beauty,Sub_A,6,229.22,0.0,0,0.0,18.34,247.56,Credit Card,Desktop,,USD
ORD-107723,CUST-001291,2022-08-04,2022-08-04 23:38:00,Pending,Mobile App,Clothing,Sub_D,18,421.71,0.0,0,0.0,33.74,455.45,Credit Card,Desktop,,USD
ORD-107724,CUST-001291,2022-11-03,2022-11-03 00:09:00,Completed,Online,Food & Beverage,Sub_B,6,309.86,0.0,0,0.0,24.79,334.65,Debit Card,Desktop,,USD
ORD-107725,CUST-001291,2022-12-22,2022-12-22 01:09:00,Completed,Online,Home & Garden,Sub_D,11,334.74,0.0,0,0.0,26.78,361.52,Debit Card,Mobile,,USD
ORD-107726,CUST-001291,2023-01-18,2023-01-18 21:30:00,Completed,Online,Electronics,Sub_B,8,308.53,46.28,15,0.0,20.98,283.23,Google Pay,Tablet,WELCOME,USD
ORD-107727,CUST-001291,2023-02-17,2023-02-17 01:57:00,Completed,Mobile App,Electronics,Sub_C,16,465.5,0.0,0,0.0,37.24,502.74,PayPal,Mobile,,USD
ORD-107728,CUST-001291,2023-03-28,2023-03-28 19:36:00,Completed,Mobile App,Electronics,Sub_A,8,366.31,0.0,0,0.0,29.3,395.61,PayPal,Mobile,,USD
ORD-107729,CUST-001291,2023-07-02,2023-07-02 14:03:00,Completed,Online,Electronics,Sub_D,16,499.46,0.0,0,0.0,39.96,539.42,PayPal,Mobile,,USD
ORD-107730,CUST-001291,2023-07-29,2023-07-29 00:43:00,Completed,Mobile App,Health & Beauty,Sub_E,4,220.59,0.0,0,0.0,17.65,238.24,Apple Pay,Tablet,,USD
ORD-107731,CUST-001291,2023-09-01,2023-09-01 04:49:00,Completed,Mobile App,Electronics,Sub_D,15,475.73,0.0,0,0.0,38.06,513.79,Credit Card,Mobile,,USD
ORD-107732,CUST-001291,2023-10-22,2023-10-22 07:41:00,Refunded,Phone,Electronics,Sub_A,3,163.03,0.0,0,0.0,13.04,176.07,Credit Card,Mobile,,USD
ORD-107733,CUST-001291,2023-12-12,2023-12-12 22:58:00,Completed,Online,Electronics,Sub_C,5,234.94,0.0,0,0.0,18.8,253.74,Credit Card,Mobile,,USD
ORD-107734,CUST-001291,2024-01-13,2024-01-13 13:45:00,Completed,Mobile App,Electronics,Sub_A,9,444.73,44.47,10,0.0,32.02,432.28,PayPal,Tablet,NEWBIE,USD
ORD-107735,CUST-001291,2024-02-19,2024-02-19 22:27:00,Completed,Online,Electronics,Sub_B,23,481.09,0.0,0,0.0,38.49,519.58,Credit Card,Tablet,,USD
ORD-107736,CUST-001291,2024-03-17,2024-03-17 15:23:00,Completed,Mobile App,Electronics,Sub_D,6,147.43,0.0,0,0.0,11.79,159.22,Credit Card,Mobile,,USD
ORD-107737,CUST-001291,2024-03-24,2024-03-24 07:07:00,Completed,Phone,Electronics,Sub_A,10,313.01,0.0,0,0.0,25.04,338.05,Debit Card,Mobile,,USD
ORD-107738,CUST-001291,2024-07-14,2024-07-14 08:33:00,Cancelled,Online,Electronics,Sub_E,12,321.93,0.0,0,0.0,25.75,347.68,Credit Card,Tablet,,USD
ORD-107739,CUST-001291,2024-10-02,2024-10-02 13:07:00,Pending,Mobile App,Electronics,Sub_A,9,361.3,0.0,0,0.0,28.9,390.2,Credit Card,Mobile,,USD
ORD-107740,CUST-001291,2024-11-22,2024-11-22 21:43:00,Completed,Online,Books,Sub_D,15,355.84,0.0,0,0.0,28.47,384.31,Debit Card,Desktop,,USD
ORD-107741,CUST-001291,2025-05-20,2025-05-20 17:03:00,Completed,Mobile App,Clothing,Sub_A,7,380.69,0.0,0,0.0,30.46,411.15,Credit Card,Desktop,,USD
ORD-107742,CUST-001291,2025-06-03,2025-06-03 21:09:00,Completed,Mobile App,Food & Beverage,Sub_E,11,334.4,0.0,0,0.0,26.75,361.15,PayPal,Desktop,,USD
ORD-107743,CUST-001291,2025-12-03,2025-12-03 00:43:00,Completed,Mobile App,Clothing,Sub_C,19,306.42,0.0,0,0.0,24.51,330.93,Credit Card,Mobile,,USD
ORD-107744,CUST-001291,2026-02-21,2026-02-21 19:20:00,Completed,Mobile App,Home & Garden,Sub_C,6,293.05,0.0,0,0.0,23.44,316.49,Credit Card,Desktop,,USD
ORD-107745,CUST-001291,2026-05-24,2026-05-24 02:33:00,Completed,Social Media,Electronics,Sub_A,4,185.8,0.0,0,0.0,14.86,200.66,BNPL,Desktop,,USD
ORD-107746,CUST-001292,2023-10-26,2023-10-26 05:09:00,Completed,Mobile App,Health & Beauty,Sub_C,1,64.31,12.86,20,0.0,4.12,55.57,Credit Card,Desktop,,USD
ORD-107747,CUST-001292,2023-12-18,2023-12-18 16:55:00,Completed,Online,Health & Beauty,Sub_C,4,92.12,0.0,0,0.0,7.37,99.49,PayPal,Mobile,,USD
ORD-107748,CUST-001292,2023-12-29,2023-12-29 02:39:00,Completed,Phone,Health & Beauty,Sub_E,2,87.03,0.0,0,0.0,6.96,93.99,Debit Card,Tablet,,USD
ORD-107749,CUST-001292,2024-01-01,2024-01-01 02:40:00,Cancelled,In-Store,Food & Beverage,Sub_A,1,35.99,0.0,0,6.97,2.88,45.84,Credit Card,Desktop,,USD
ORD-107750,CUST-001292,2024-01-25,2024-01-25 19:31:00,Completed,Mobile App,Sports,Sub_B,4,108.84,0.0,0,0.0,8.71,117.55,Credit Card,Mobile,,USD
ORD-107751,CUST-001292,2024-03-10,2024-03-10 00:17:00,Completed,Mobile App,Automotive,Sub_C,3,109.97,0.0,0,0.0,8.8,118.77,PayPal,Mobile,,USD
ORD-107752,CUST-001292,2024-03-24,2024-03-24 03:27:00,Completed,Online,Health & Beauty,Sub_C,3,111.42,0.0,0,0.0,8.91,120.33,Credit Card,Mobile,,USD
ORD-107753,CUST-001292,2024-03-26,2024-03-26 12:11:00,Refunded,In-Store,Health & Beauty,Sub_E,2,87.15,0.0,0,0.0,6.97,94.12,Credit Card,Tablet,,USD
ORD-107754,CUST-001292,2024-04-16,2024-04-16 00:41:00,Completed,Mobile App,Clothing,Sub_A,5,119.84,0.0,0,0.0,9.59,129.43,PayPal,Desktop,,USD
ORD-107755,CUST-001292,2024-06-15,2024-06-15 00:03:00,Pending,Online,Health & Beauty,Sub_E,1,55.77,0.0,0,0.0,4.46,60.23,Google Pay,Desktop,,USD
ORD-107756,CUST-001292,2024-06-29,2024-06-29 02:20:00,Completed,Online,Health & Beauty,Sub_C,1,64.74,0.0,0,0.0,5.18,69.92,PayPal,Desktop,,USD
ORD-107757,CUST-001292,2024-07-23,2024-07-23 08:25:00,Completed,Phone,Health & Beauty,Sub_A,1,51.78,0.0,0,0.0,4.14,55.92,Credit Card,Mobile,,USD
ORD-107758,CUST-001292,2024-09-07,2024-09-07 22:12:00,Pending,In-Store,Clothing,Sub_D,2,97.67,0.0,0,0.0,7.81,105.48,PayPal,Desktop,,USD
ORD-107759,CUST-001292,2024-09-08,2024-09-08 08:14:00,Completed,Social Media,Health & Beauty,Sub_C,1,38.65,3.87,10,9.66,2.78,47.22,Credit Card,Mobile,FLASH20,USD
ORD-107760,CUST-001292,2024-10-17,2024-10-17 13:11:00,Completed,Social Media,Health & Beauty,Sub_D,4,94.82,0.0,0,0.0,7.59,102.41,Debit Card,Mobile,,USD
ORD-107761,CUST-001292,2024-11-25,2024-11-25 18:24:00,Completed,Online,Health & Beauty,Sub_D,4,103.93,0.0,0,0.0,8.31,112.24,Credit Card,Desktop,,USD
ORD-107762,CUST-001292,2024-12-10,2024-12-10 10:50:00,Completed,Social Media,Health & Beauty,Sub_B,1,78.46,0.0,0,0.0,6.28,84.74,BNPL,Desktop,,USD
ORD-107763,CUST-001292,2025-02-11,2025-02-11 12:26:00,Completed,Online,Health & Beauty,Sub_E,2,92.83,0.0,0,0.0,7.43,100.26,Credit Card,Desktop,,USD
ORD-107764,CUST-001292,2025-04-20,2025-04-20 20:36:00,Completed,In-Store,Clothing,Sub_C,4,135.7,0.0,0,0.0,10.86,146.56,Apple Pay,Mobile,,USD
ORD-107765,CUST-001292,2025-05-24,2025-05-24 09:10:00,Completed,Mobile App,Health & Beauty,Sub_E,5,98.24,0.0,0,0.0,7.86,106.1,Debit Card,Mobile,,USD
